Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Debt to equity,Price to Sales,Sales growth,EPS,Free Cash generated from EBIDTA,EVEBITDA,Price to book value,EV by FCF,Merged_data,URL
Garment Mantra,539216,,Textiles - Products,5.84,23.83,58.62,0.0,0.37,227.27,70.33,1.38,7.86,2.1,0.36,-4.56,0.25,40.75,12.16,1.58,21.78,539216.0,https://www.screener.in/company/539216/consolidated/
Garnet Construct,526727,,Construction,25.44,12.03,35.36,0.0,-0.6,-166.67,6.86,1224.59,4.52,0.1,3.18,442.93,2.11,-49.06,8.86,0.37,-30.94,526727.0,https://www.screener.in/company/526727/consolidated/
Garnet Intl.,512493,,Finance & Investments,111.4,,218.74,0.0,-5.02,1.91,19.67,92.84,-1.13,0.18,10.76,-65.73,-3.05,-3154.9,-437.9,7.99,-23.05,512493.0,https://www.screener.in/company/512493/consolidated/
Garodia Chemical,530161,,Trading,6.12,,4.41,0.0,-0.03,-50.0,0.0,,,,,,-0.18,123.08,-68.54,,-297.0,530161.0,https://www.screener.in/company/530161/consolidated/
Garware Hi Tech,500655,GRWRHITECH,Packaging,2360.25,27.03,5495.66,0.42,57.81,34.22,446.58,27.96,13.89,0.01,3.28,16.62,87.5,55.36,16.83,2.69,35.64,GRWRHITECH,https://www.screener.in/company/GRWRHITECH/consolidated/
Garware Marine,509563,,Miscellaneous,32.21,,18.57,0.0,-0.07,-16.67,0.15,-21.05,-0.74,0.0,28.14,-45.9,-0.12,28.57,-264.71,1.68,-231.63,509563.0,https://www.screener.in/company/509563/consolidated/
Garware Synth,514400,,Textiles - Products,31.42,,18.26,0.0,0.07,-300.0,2.67,-7.61,-0.62,,1.74,-7.92,0.07,-150.0,129.72,,40.96,514400.0,https://www.screener.in/company/514400/consolidated/
Garware Tech.,509557,GARFIBRES,Textiles - Products,3586.55,34.21,7121.69,0.1,69.56,16.57,382.27,3.18,23.05,0.1,5.37,1.54,102.16,61.19,22.46,5.93,43.85,GARFIBRES,https://www.screener.in/company/GARFIBRES/consolidated/
Gateway Distri,543489,GATEWAY,Miscellaneous,103.0,21.0,5150.6,1.94,51.55,-22.05,366.08,-0.43,12.53,0.26,3.44,7.23,4.91,81.86,14.95,2.72,17.84,GATEWAY,https://www.screener.in/company/GATEWAY/consolidated/
Gautam Exim,540613,,Trading,68.75,141.2,21.18,0.0,-0.02,,63.95,,3.84,0.75,0.13,-39.7,0.49,93.33,27.25,1.61,10.3,540613.0,https://www.screener.in/company/540613/consolidated/
Gautam Gems,540936,,Trading,7.96,62.53,32.51,0.0,0.06,-84.62,25.91,-4.46,2.02,0.08,0.22,71.41,0.33,-2322.32,29.85,0.64,-4.04,540936.0,https://www.screener.in/company/540936/consolidated/
Gayatri BioOrga.,524564,,Miscellaneous,5.86,,46.17,0.0,-0.21,-5.0,0.0,,-44.73,,,-100.0,-0.09,138.0,-165.0,,-147.32,524564.0,https://www.screener.in/company/524564/consolidated/
Gayatri Highways,541546,GAYAHWS,Construction,1.26,,30.19,0.0,-74.93,-27.27,1.68,833.33,,,9.38,-49.69,-17.46,2214.13,30.09,,4.57,GAYAHWS,https://www.screener.in/company/GAYAHWS/consolidated/
Gayatri Projects,532767,GAYAPROJ,Construction,8.51,,159.66,0.0,-291.56,-1.19,232.89,-70.97,-16.57,,0.12,-65.12,-77.75,77.37,-4.26,,18.12,GAYAPROJ,https://www.screener.in/company/GAYAPROJ/consolidated/
Gayatri Rubbers,,GRCL,Miscellaneous,367.35,135.12,210.78,0.0,0.95,,13.63,,24.82,0.05,8.63,9.91,2.72,-73.86,76.4,18.7,-31.9,GRCL,https://www.screener.in/company/GRCL/consolidated/
Gayatri Sugars,532183,,Sugar,23.62,21.74,153.05,0.0,33.62,-18.85,224.63,-0.9,93.26,,0.41,-2.88,1.09,61.04,7.46,,9.2,532183.0,https://www.screener.in/company/532183/consolidated/
GCM Capital,538319,,Finance & Investments,6.44,20.98,10.91,0.0,0.37,-100.0,0.72,-12.8,2.3,0.03,7.74,-62.2,0.31,89.23,12.48,0.39,-47.74,538319.0,https://www.screener.in/company/538319/consolidated/
GCM Commodity,535917,,Finance & Investments,5.95,,4.42,0.0,0.05,,2.14,,-4.54,0.0,1.49,1000.0,-0.92,-248.53,-5.44,0.31,-2.13,535917.0,https://www.screener.in/company/535917/consolidated/
GCM Securit.,535431,,Finance & Investments,0.95,,18.05,0.0,-0.05,94.95,0.0,,-2.57,0.0,,-100.0,-0.02,-431.43,-51.79,1.15,15.45,535431.0,https://www.screener.in/company/535431/consolidated/
Gconnect Logitec,544156,,Miscellaneous,84.0,130.17,31.24,0.0,0.01,,1.89,,42.86,0.0,7.79,297.03,1.04,-887.88,67.57,,-55.5,544156.0,https://www.screener.in/company/544156/consolidated/
GE Power,532309,GEPIL,Engineering - Turnkey Services,469.55,,3138.27,0.0,25.94,120.0,390.76,13.43,-18.42,2.36,1.93,-9.52,-25.49,-219.92,-56.57,45.87,36.2,GEPIL,https://www.screener.in/company/GEPIL/consolidated/
GE Shipping Co,500620,GESHIP,Shipping,1260.0,6.32,17992.71,2.28,811.94,41.01,1508.23,17.49,18.51,0.25,3.28,-2.29,199.62,74.04,4.09,1.45,5.82,GESHIP,https://www.screener.in/company/GESHIP/consolidated/
GE T&D India,522275,GET&D,Electric Equipment,1706.75,153.5,44110.26,0.0,134.54,376.42,958.34,33.55,22.15,0.03,12.94,17.63,11.22,115.55,93.11,35.16,-818.63,GET&D,https://www.screener.in/company/GET&D/consolidated/
GEE,504028,,Electrodes - Welding Equipment,118.6,23.97,308.22,0.0,0.84,135.29,91.91,-7.67,9.27,0.4,0.83,-6.31,4.95,43.25,12.86,1.51,-2431.88,504028.0,https://www.screener.in/company/504028/consolidated/
GeeCee Vent.,532764,GEECEE,Construction,356.75,19.99,743.96,0.56,17.9,261.55,63.14,1358.2,7.18,0.0,7.7,141.46,17.81,-77.81,14.7,1.15,9.9,GEECEE,https://www.screener.in/company/GEECEE/consolidated/
Geekay Wires,,GEEKAYWIRE,Steel - Medium / Small,92.66,12.04,484.24,0.58,10.03,20.55,97.16,-0.65,34.52,0.77,1.18,0.34,7.69,68.88,8.43,3.98,17.03,GEEKAYWIRE,https://www.screener.in/company/GEEKAYWIRE/consolidated/
Geetanjali Cred.,539486,,Finance & Investments,4.0,,1.77,0.0,0.01,200.0,0.01,,0.0,0.01,177.0,,0.0,,,0.56,,539486.0,https://www.screener.in/company/539486/consolidated/
Gem Enviro,544199,,Miscellaneous,225.95,50.85,509.53,0.0,,,,,65.84,0.0,11.99,29.65,323.64,61.74,36.48,,145.51,544199.0,https://www.screener.in/company/544199/consolidated/
Gem Spinners,521133,,Textiles - Cotton/Blended,3.4,,20.87,0.0,-0.16,-14.29,0.0,,-29.65,,,,-0.09,8.47,-48.58,,-232.11,521133.0,https://www.screener.in/company/521133/consolidated/
Gemstone Invest.,531137,,Finance & Investments,2.07,44.21,15.47,0.0,-0.64,-68.42,0.58,65.71,2.06,0.0,7.33,77.31,0.05,290.0,27.62,0.63,-153.44,531137.0,https://www.screener.in/company/531137/consolidated/
General Insuranc,540755,GICRE,Finance & Investments,386.0,10.11,67620.84,1.87,2580.42,-5.45,10254.16,-3.77,15.78,0.0,1.49,-2.71,38.11,140.55,5.4,1.23,3.69,GICRE,https://www.screener.in/company/GICRE/consolidated/
Generic Engineer,539407,GENCON,Construction,51.3,24.16,269.09,0.1,4.33,-26.61,140.4,61.73,6.62,0.26,0.93,6.17,2.1,4.01,10.19,1.05,-24.51,GENCON,https://www.screener.in/company/GENCON/consolidated/
Genesis IBRC,514336,,Miscellaneous,15.1,,19.63,0.0,-3.69,-7280.0,0.0,,-54.83,0.0,,,-2.92,0.0,-5.16,3.9,-218.0,514336.0,https://www.screener.in/company/514336/consolidated/
Genesys Intl.,506109,GENESYS,Computers - Software - Medium / Small,665.9,122.19,2640.53,0.0,14.79,639.5,71.17,52.66,8.4,0.12,13.32,9.45,5.58,-156.78,30.66,5.38,-19.7,GENESYS,https://www.screener.in/company/GENESYS/consolidated/
Gennex Lab.,531739,,Pharmaceuticals - Indian - Bulk Drugs,13.66,23.57,310.7,0.0,4.5,120.59,35.52,70.77,13.83,0.11,3.39,39.64,0.58,-160.14,12.25,1.82,-16.73,531739.0,https://www.screener.in/company/531739/consolidated/
Genomic Valley,539206,,Miscellaneous,55.5,130.44,16.96,0.0,0.13,333.33,0.16,166.67,0.57,0.0,62.81,-84.57,0.43,-15.38,130.38,4.79,24.21,539206.0,https://www.screener.in/company/539206/consolidated/
Genpharmasec,531592,,Trading,2.22,,122.93,0.0,-0.27,-112.38,10.2,63.99,1.52,0.06,4.04,19.16,0.0,-450.0,154.27,1.91,-35.06,531592.0,https://www.screener.in/company/531592/consolidated/
Gensol Engineer.,542851,GENSOL,Engineering - Turnkey Services,951.75,67.42,3608.51,0.0,19.78,171.41,398.82,143.29,14.56,4.63,3.75,145.28,15.73,-309.74,18.2,11.07,-16.31,GENSOL,https://www.screener.in/company/GENSOL/consolidated/
Genus Paper & Bo,538961,GENUSPAPER,Paper,24.61,183.29,634.18,0.0,0.47,376.47,184.42,-17.43,4.34,0.7,0.89,-1.36,0.13,-76.72,15.62,1.29,-9.61,GENUSPAPER,https://www.screener.in/company/GENUSPAPER/consolidated/
Genus Power,530343,GENUSPOWER,Electronics - Components,365.5,112.88,11094.94,0.21,42.38,120.16,414.16,58.62,9.74,0.38,8.2,53.32,3.38,-109.52,47.88,7.1,174.22,GENUSPOWER,https://www.screener.in/company/GENUSPOWER/consolidated/
Genus Prime,532425,,Construction,28.58,,42.66,0.0,0.0,100.0,0.09,12.5,-2.8,0.45,185.48,-4.17,-1.33,0.5,-32.25,0.88,-6418.0,532425.0,https://www.screener.in/company/532425/consolidated/
Geojit Fin. Ser.,532285,GEOJITFSL,Finance & Investments,104.15,14.78,2488.44,1.44,45.81,111.65,181.07,64.83,18.79,0.48,3.63,53.23,7.04,-58.16,6.59,3.0,119.6,GEOJITFSL,https://www.screener.in/company/GEOJITFSL/consolidated/
Getalong Enterp.,543372,,Miscellaneous,191.0,30.32,38.2,0.0,-2.25,,1.37,,32.49,0.17,22.74,150.75,-9.5,118.29,8.08,3.82,-5.78,543372.0,https://www.screener.in/company/543372/consolidated/
GFL,500173,GFLLIMITED,Finance & Investments,73.74,,808.27,0.0,-20.49,62.74,0.8,0.0,-0.31,0.0,252.58,-99.87,-0.69,-4.28,-98.9,0.31,2.01,GFLLIMITED,https://www.screener.in/company/GFLLIMITED/consolidated/
GHCL,500171,GHCL,Chemicals,596.4,11.02,5709.45,2.02,150.63,-36.8,830.49,-18.47,20.63,0.07,1.75,-29.5,54.15,95.93,6.58,1.92,10.72,GHCL,https://www.screener.in/company/GHCL/consolidated/
GHCL Textiles,543918,GHCLTEXTIL,Textiles - Spinning - Synthetic / Blended,110.8,32.42,1059.8,0.45,11.8,183.65,287.93,9.36,5.71,0.05,0.98,,3.42,-24.51,11.12,0.77,-111966.0,GHCLTEXTIL,https://www.screener.in/company/GHCLTEXTIL/consolidated/
Gian Lifecare,542918,,Healthcare,23.25,5.59,24.04,0.0,2.2,344.44,4.6,196.77,29.13,0.21,1.83,10.07,4.16,6.92,3.26,1.23,32.22,542918.0,https://www.screener.in/company/542918/consolidated/
GIC Housing Fin,511676,GICHSGFIN,Finance - Housing,233.1,8.57,1255.24,1.93,53.59,2.49,260.03,-7.52,8.54,4.69,1.18,-5.6,28.07,57.04,10.61,0.69,9.44,GICHSGFIN,https://www.screener.in/company/GICHSGFIN/consolidated/
Gilada Finance,538788,,Finance & Investments,10.47,8.65,14.71,0.0,0.07,-86.0,1.48,74.12,11.9,0.54,2.35,12.21,1.21,-79.56,7.13,0.67,-9.04,538788.0,https://www.screener.in/company/538788/consolidated/
Gillanders Arbut,532716,GILLANDERS,Diversified - Medium / Small,83.5,,178.48,0.0,-9.82,-86.69,84.85,-3.23,-8.24,0.59,0.5,-12.49,-24.92,-77.9,-11.97,0.82,7.99,GILLANDERS,https://www.screener.in/company/GILLANDERS/consolidated/
Gillette India,507815,GILLETTE,Personal Care - Multinational,7592.05,63.89,24755.51,1.12,99.09,-3.52,680.74,9.96,52.01,0.0,9.5,8.16,118.91,71.14,39.09,24.0,70.53,GILLETTE,https://www.screener.in/company/GILLETTE/consolidated/
Gini Silk Mills,531744,,Textiles - Processing,122.1,24.82,68.26,0.0,0.7,-66.67,11.62,-5.83,7.23,0.18,1.56,-5.31,5.44,81.7,14.59,1.43,-854.44,531744.0,https://www.screener.in/company/531744/consolidated/
Ginni Filaments,590025,GINNIFILA,Textiles - Cotton/Blended,29.65,,252.72,0.0,0.03,104.05,77.69,-6.15,2.02,0.4,0.51,-19.97,-8.83,-433.06,20.3,1.3,3.29,GINNIFILA,https://www.screener.in/company/GINNIFILA/consolidated/
Giriraj Civil,,GIRIRAJ,Construction,360.05,85.1,861.26,0.0,8.52,,93.02,,19.75,0.09,6.4,41.56,4.23,-189.71,50.92,7.6,-27.52,GIRIRAJ,https://www.screener.in/company/GIRIRAJ/consolidated/
Gita Renewable,539013,,Power Generation And Supply,168.75,192.76,69.39,0.0,0.1,190.91,0.28,300.0,2.71,0.0,79.76,314.29,0.88,-224.32,187.43,5.1,4.56,539013.0,https://www.screener.in/company/539013/consolidated/
GKB Ophthalmics,533212,,Personal Care - Indian,112.35,,56.63,0.0,-0.89,53.65,21.56,8.02,-1.19,0.19,0.64,16.93,-5.57,-238.04,25.39,0.95,-28.25,533212.0,https://www.screener.in/company/533212/consolidated/
GKW,,GKWLIMITED,Finance & Investments,3245.45,139.99,1937.53,0.0,-3.88,-2040.0,7.85,184.42,0.84,0.0,49.97,90.7,23.08,25.09,92.75,0.83,-369.16,GKWLIMITED,https://www.screener.in/company/GKWLIMITED/consolidated/
Glance Finance,531199,,Finance & Investments,105.95,10.08,23.9,0.0,0.91,85.71,3.52,31.34,10.95,0.19,0.99,177.62,10.51,99.8,2.61,0.66,-5.79,531199.0,https://www.screener.in/company/531199/consolidated/
Gland Pharma,543245,GLAND,Pharmaceuticals - Indian - Formulations,2114.7,45.08,34821.22,0.95,192.42,69.8,1537.45,95.85,13.58,0.04,6.15,56.29,46.9,51.72,22.19,3.99,236.57,GLAND,https://www.screener.in/company/GLAND/consolidated/
Glaxosmi. Pharma,500660,GLAXO,Pharmaceuticals - Multinational,2761.55,60.65,46712.76,1.16,182.33,51.89,814.65,6.96,51.33,0.01,13.32,7.29,37.78,54.73,40.88,26.32,101.16,GLAXO,https://www.screener.in/company/GLAXO/consolidated/
Gleam Fabmat,542477,,Trading,5.68,71.13,5.69,0.0,0.15,,0.65,,0.6,0.53,8.75,,0.08,-88.89,99.09,0.58,363.33,542477.0,https://www.screener.in/company/542477/consolidated/
Glenmark Life,543322,GLS,Pharmaceuticals - Indian - Bulk Drugs & Formln,934.45,25.74,11504.21,2.41,111.48,-17.7,588.62,1.76,28.08,0.01,5.02,1.94,36.48,47.42,17.1,4.91,78.26,GLS,https://www.screener.in/company/GLS/consolidated/
Glenmark Pharma.,532296,GLENMARK,Pharmaceuticals - Indian - Bulk Drugs & Formln,1415.7,,39946.6,0.18,-1214.27,-1849.11,3062.96,2.08,12.35,0.16,3.38,-9.06,-53.22,-79.93,19.42,5.09,527.89,GLENMARK,https://www.screener.in/company/GLENMARK/consolidated/
Glittek Granites,513528,,Miscellaneous,4.66,,12.1,0.0,-3.06,-646.43,1.61,-72.76,-15.19,4.09,1.75,-48.36,-2.37,-77.65,-8.16,2.44,647.8,513528.0,https://www.screener.in/company/513528/consolidated/
Global Cap.Mkt.,530263,,Finance & Investments,0.9,3584.35,35.84,0.0,-0.11,91.91,0.29,114.15,0.02,0.0,29.87,-93.84,0.0,-23200.0,408.88,0.78,-61.72,530263.0,https://www.screener.in/company/530263/consolidated/
Global Education,,GLOBAL,Miscellaneous,192.66,12.9,392.26,2.6,5.62,-43.46,17.42,-20.78,54.6,0.0,5.48,15.57,14.96,46.28,8.45,4.58,18.54,GLOBAL,https://www.screener.in/company/GLOBAL/consolidated/
Global Health,543654,MEDANTA,Healthcare,1152.2,64.77,30962.5,0.0,127.35,26.0,808.63,14.37,19.32,0.28,9.45,21.56,17.81,47.78,35.01,10.64,74.73,MEDANTA,https://www.screener.in/company/MEDANTA/consolidated/
Global Longlife,543520,,Healthcare,30.0,,31.5,0.0,-3.22,,1.18,,-2.04,0.49,2.33,-42.22,-2.09,401.33,-175.4,1.21,-1.03,543520.0,https://www.screener.in/company/543520/consolidated/
Global Offshore,501848,,Shipping,97.4,,240.87,0.0,48.79,154.87,7.74,-35.01,-5.63,0.45,6.14,-23.13,14.49,-1124.25,42.78,2.92,3.75,501848.0,https://www.screener.in/company/501848/consolidated/
Global Pet Indus,,GLOBALPET,Engineering,93.45,50.25,91.46,0.0,1.27,,23.26,,27.29,0.0,2.34,13.91,2.1,-270.4,30.3,3.74,-48.96,GLOBALPET,https://www.screener.in/company/GLOBALPET/consolidated/
Global Surfaces,543829,GSLSU,Miscellaneous,193.9,43.98,822.46,0.0,10.83,82.96,108.62,174.29,6.58,0.44,3.65,26.52,4.41,-473.18,24.86,2.48,-11.0,GSLSU,https://www.screener.in/company/GSLSU/consolidated/
Global Vectra,532773,GLOBALVECT,Transport - Airlines,285.95,331.25,400.81,0.0,6.03,-39.4,150.5,36.03,7.33,23.72,0.8,22.28,0.86,266.16,8.36,18.36,12.39,GLOBALVECT,https://www.screener.in/company/GLOBALVECT/consolidated/
Globalspace Tech,540654,,Computers - Software - Medium / Small,21.0,218.72,72.18,0.0,-4.04,-300.0,4.7,-1.88,2.84,0.2,2.48,50.75,-1.03,-838.67,16.99,1.28,24.44,540654.0,https://www.screener.in/company/540654/consolidated/
Globe Commercial,540266,,Trading,22.11,4.35,13.27,0.0,1.05,22.09,49.86,54.37,33.59,0.12,0.08,16.2,5.08,-0.48,3.52,1.06,294.0,540266.0,https://www.screener.in/company/540266/consolidated/
Globe Intl. Car.,538385,GICL,Miscellaneous,77.3,77.99,192.63,0.32,1.72,,57.37,,10.98,0.35,1.68,0.69,0.99,-238.42,37.7,3.57,210.74,GICL,https://www.screener.in/company/GICL/consolidated/
Globe Textiles,,GLOBE,Textiles - Products,5.61,29.29,168.46,0.0,1.3,71.05,100.61,-8.57,12.27,0.61,0.39,7.21,0.19,40.59,10.14,1.63,-68.21,GLOBE,https://www.screener.in/company/GLOBE/consolidated/
Globesecure Tech,,GSTL,Computers - Software - Medium / Small,58.8,92.8,93.73,0.0,0.8,,13.83,,9.11,0.42,3.92,-7.51,0.64,66.67,28.81,4.42,-13.35,GSTL,https://www.screener.in/company/GSTL/consolidated/
Globus Power,526025,,Miscellaneous,25.28,,250.14,0.0,6.19,-7.14,0.0,,-25.78,0.0,8338.0,,0.68,-1287.04,-463.15,47.2,-213.76,526025.0,https://www.screener.in/company/526025/consolidated/
Globus Spirits,533104,GLOBUSSPR,Breweries & Distilleries,912.65,27.36,2627.1,0.66,0.08,,589.94,,,0.34,1.09,14.49,33.47,-4.71,15.74,2.7,-24.43,GLOBUSSPR,https://www.screener.in/company/GLOBUSSPR/consolidated/
Gloster Ltd,542351,GLOSTERLTD,Textiles - Jute - Yarn / Products,788.35,35.49,862.29,2.53,7.68,-8.13,184.98,3.75,3.28,0.17,1.33,-8.98,22.25,-262.94,13.02,0.78,-12.15,GLOSTERLTD,https://www.screener.in/company/GLOSTERLTD/consolidated/
GMM Pfaudler,505255,GMMPFAUDLR,Engineering,1384.75,35.83,6226.95,0.14,28.71,36.2,740.73,-14.46,19.08,0.94,1.81,8.46,39.8,63.29,13.68,6.43,42.09,GMMPFAUDLR,https://www.screener.in/company/GMMPFAUDLR/consolidated/
GMR Airports Inf,532754,GMRINFRA,Engineering - Turnkey Services,92.45,,66086.61,0.0,-167.58,55.92,2446.78,29.48,6.39,,7.55,30.79,-0.93,-29.46,27.22,,-62.58,GMRINFRA,https://www.screener.in/company/GMRINFRA/consolidated/
GMR Urban,543490,GMRP&UI,Engineering - Turnkey Services,90.61,,6488.87,0.0,170.39,43.82,1634.48,14.83,11.56,,1.45,-18.75,-1.71,174.52,15.73,,15.13,GMRP&UI,https://www.screener.in/company/GMRP&UI/consolidated/
GNA Axles,540124,GNA,Auto Ancillaries,399.9,18.12,1714.97,0.5,27.78,-16.22,399.62,6.84,15.34,0.24,1.12,-3.15,22.04,7.07,9.6,2.14,62.12,GNA,https://www.screener.in/company/GNA/consolidated/
Go Digit General,544179,GODIGIT,Finance & Investments,326.55,164.76,29933.64,0.0,101.34,73.35,2105.44,23.78,6.62,,4.12,37.95,2.08,937.96,150.04,,13.43,GODIGIT,https://www.screener.in/company/GODIGIT/consolidated/
Go Fashion (I),543401,GOCOLORS,Textiles - Products,1105.0,69.92,5952.68,0.0,28.65,9.02,220.09,15.78,15.66,0.78,7.51,15.3,15.76,113.36,23.11,9.88,90.55,GOCOLORS,https://www.screener.in/company/GOCOLORS/consolidated/
Goa Carbon,509567,GOACARBON,Petrochemicals,782.95,8.38,716.87,2.24,9.36,76.94,178.46,-43.53,23.46,1.35,0.68,-22.51,93.43,137.91,5.73,2.9,-7.09,GOACARBON,https://www.screener.in/company/GOACARBON/consolidated/
Goblin India,542850,,Trading,41.33,23.03,57.11,0.0,1.25,,22.41,,8.45,0.54,1.29,22.57,1.79,16.02,13.94,1.41,-41.81,542850.0,https://www.screener.in/company/542850/consolidated/
GOCL Corpn.,506480,GOCLCORP,Chemicals,416.5,44.81,2066.12,1.2,4.94,-60.55,186.0,-23.07,7.17,0.84,2.9,-22.5,9.73,12.65,14.62,1.45,25.64,GOCLCORP,https://www.screener.in/company/GOCLCORP/consolidated/
Godavari Drugs,530317,,Pharmaceuticals - Indian - Bulk Drugs,92.9,12.45,69.95,0.0,2.66,138.05,38.64,3.4,14.57,1.43,0.45,-1.82,7.37,50.42,8.83,1.8,30.21,530317.0,https://www.screener.in/company/530317/consolidated/
Godawari Power,532734,GPIL,Steel - Large,1081.85,15.72,14706.55,0.46,218.85,21.85,1529.81,16.19,29.67,0.01,2.7,-5.04,68.89,47.58,9.53,3.28,27.06,GPIL,https://www.screener.in/company/GPIL/consolidated/
Godfrey Phillips,500163,GODFRYPHLP,Cigarettes,3986.05,23.45,20711.42,1.1,215.12,45.6,965.78,21.31,22.62,0.08,4.69,24.06,169.84,20.0,19.01,4.9,28.58,GODFRYPHLP,https://www.screener.in/company/GODFRYPHLP/consolidated/
Godha Cabcon,,GODHA,Cables - Power,0.88,114.96,58.63,0.0,1.22,113.56,16.69,356.01,3.12,0.03,3.5,377.49,0.01,-2950.99,29.21,0.86,14.86,GODHA,https://www.screener.in/company/GODHA/consolidated/
Godrej Agrovet,540743,GODREJAGRO,Food - Processing - Indian,793.5,40.69,15282.71,1.27,131.63,24.98,2350.75,-6.35,13.71,0.56,1.63,0.29,20.26,49.78,20.27,6.06,27.99,GODREJAGRO,https://www.screener.in/company/GODREJAGRO/consolidated/
Godrej Consumer,532424,GODREJCP,Personal Care - Indian,1462.0,,149664.54,1.03,-1893.21,2.65,3385.61,5.8,19.02,0.26,10.62,5.86,-5.48,71.85,48.14,11.87,70.58,GODREJCP,https://www.screener.in/company/GODREJCP/consolidated/
Godrej Industrie,500164,GODREJIND,Chemicals,878.6,575.72,29700.35,0.0,-25.34,-108.44,4567.27,-5.87,5.59,3.62,1.79,-0.83,1.78,-250.84,21.63,3.7,-10.72,GODREJIND,https://www.screener.in/company/GODREJIND/consolidated/
Godrej Propert.,533150,GODREJPROP,Construction,2831.75,70.35,78733.54,0.0,518.8,315.24,739.0,-21.05,5.74,1.07,27.74,-3.57,40.29,-82.18,49.69,7.88,-27.37,GODREJPROP,https://www.screener.in/company/GODREJPROP/consolidated/
Goel Food,543538,,Hotels,59.67,22.5,112.49,0.84,3.4,,13.88,,18.94,1.33,4.67,7.21,2.65,66.63,13.01,5.08,-36.86,543538.0,https://www.screener.in/company/543538/consolidated/
Goenka Business,538787,,Finance & Investments,8.25,4.9,10.72,0.0,1.0,163.69,18.29,-39.84,48.09,0.0,0.12,-65.45,1.68,-37.89,0.58,0.34,1.19,538787.0,https://www.screener.in/company/538787/consolidated/
Goenka Diamond,533189,GOENKA,Diamond Cutting / Jewellery,1.1,,34.26,0.0,-0.74,11.9,0.27,22.73,-0.55,0.77,53.53,-60.74,-0.09,-4.37,-120.02,0.14,-219.21,GOENKA,https://www.screener.in/company/GOENKA/consolidated/
Gogia Capital,531600,,Finance & Investments,85.8,,54.24,0.0,1.93,-43.24,1.77,-11.06,-47.94,0.04,2.69,-873.95,-35.53,7.69,-2.09,2.14,-1.75,531600.0,https://www.screener.in/company/531600/consolidated/
Gokak Textiles,532957,,Textiles - Cotton/Blended,162.0,,105.3,0.0,-5.85,-106.71,24.27,-20.01,-2.23,,0.8,55.6,-33.77,-412.96,20.84,,-83.37,532957.0,https://www.screener.in/company/532957/consolidated/
Gokaldas Exports,532630,GOKEX,Textiles - Products,913.15,49.82,6525.09,0.11,44.28,-6.17,812.42,55.34,12.45,0.62,2.74,7.05,20.66,-442.83,25.35,4.48,29.72,GOKEX,https://www.screener.in/company/GOKEX/consolidated/
Gokul Agro,539725,GOKULAGRO,Solvent Extraction,207.0,18.58,3056.64,0.0,52.88,119.88,4290.29,74.09,23.37,0.77,0.19,47.68,11.15,10.45,8.14,3.88,-17.01,GOKULAGRO,https://www.screener.in/company/GOKULAGRO/consolidated/
Gokul Refoils,532980,GOKUL,Solvent Extraction,41.0,20.98,407.23,0.0,2.44,-3.56,788.05,34.02,7.68,1.0,0.13,15.98,0.17,80.15,10.36,1.23,10.62,GOKUL,https://www.screener.in/company/GOKUL/consolidated/
Goldcoin Health,538542,,Trading,6.97,,2.09,0.0,-0.12,-1000.0,0.01,0.0,-9.52,0.29,52.25,0.0,-1.07,118.75,-17.29,1.83,-1.61,538542.0,https://www.screener.in/company/538542/consolidated/
Golden Carpets,531928,,Textiles - Products,13.0,,8.44,0.0,0.07,170.0,0.27,80.0,-1.51,,9.81,28.36,-0.08,-285.71,182.57,,-98.31,531928.0,https://www.screener.in/company/531928/consolidated/
Golden Tobacco,500151,GOLDENTOBC,Construction,41.2,13.53,71.76,0.0,-1.55,-187.04,3.8,-18.28,,,2.2,49.54,3.93,0.74,7.07,,3.26,GOLDENTOBC,https://www.screener.in/company/GOLDENTOBC/consolidated/
Goldiam Intl.,526729,GOLDIAM,Diamond Cutting / Jewellery,179.7,21.06,1914.25,1.12,17.77,10.3,147.86,9.57,19.78,0.01,3.18,13.07,8.52,84.69,13.84,3.04,31.64,GOLDIAM,https://www.screener.in/company/GOLDIAM/consolidated/
Goldkart Jewels,,GOLDKART,Trading,160.85,278.34,269.99,0.0,0.83,,36.56,,8.42,0.4,3.96,16.8,0.58,51.77,89.56,7.54,63.51,GOLDKART,https://www.screener.in/company/GOLDKART/consolidated/
Goldline Intl.,538180,,Finance & Investments,0.67,317.34,34.91,0.0,0.02,300.0,0.23,27.78,0.13,0.01,21.55,11.72,0.0,1025.0,287.08,0.65,18.13,538180.0,https://www.screener.in/company/538180/consolidated/
Goldstar Power,,GOLDSTAR,Auto Ancillaries,10.2,60.62,245.52,0.0,1.97,,21.71,,19.68,0.65,4.89,0.38,0.17,47.0,29.58,8.71,40.49,GOLDSTAR,https://www.screener.in/company/GOLDSTAR/consolidated/
Golech.Glob.Fin.,531360,,Finance & Investments,33.64,12.5,18.51,2.97,0.71,125.09,4.06,141.67,22.97,0.0,1.06,-21.48,2.69,1.1,10.13,2.14,32.35,531360.0,https://www.screener.in/company/531360/consolidated/
