Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Debt to equity,Price to Sales,Sales growth,EPS,Free Cash generated from EBIDTA,EVEBITDA,Price to book value,EV by FCF,Merged_data,URL
Golkonda Alumin.,513309,,Trading,13.96,7.82,7.35,0.0,0.11,-81.67,0.05,,-3.38,0.0,147.0,-87.8,1.78,-61.7,7.74,0.91,-16.93,513309.0,https://www.screener.in/company/513309/consolidated/
Golkunda Diamond,523676,,Diamond Cutting / Jewellery,204.0,11.16,141.99,0.74,3.54,704.55,60.01,9.31,17.78,0.73,0.6,6.25,18.27,13.48,7.93,2.63,30.19,523676.0,https://www.screener.in/company/523676/consolidated/
Goodluck India,530655,GOODLUCK,Steel - Medium / Small,890.45,20.94,2911.65,0.56,35.99,24.9,913.08,6.42,17.56,0.53,0.81,15.19,46.44,-90.12,10.9,2.46,-297.65,GOODLUCK,https://www.screener.in/company/GOODLUCK/consolidated/
Goodricke Group,500166,,Tea,182.35,,393.88,0.0,-75.83,-67.36,130.25,29.89,-14.85,0.52,0.48,-6.6,-32.08,78.14,-14.51,1.63,-65.52,500166.0,https://www.screener.in/company/500166/consolidated/
Goodyear India,500168,,Tyres,1189.3,28.93,2743.71,1.26,-4.21,-112.53,550.53,-15.64,21.98,0.01,1.08,-12.84,41.12,60.51,14.01,4.72,2245.25,500168.0,https://www.screener.in/company/500168/consolidated/
Gopal Iron Stl.,531913,,Trading,7.68,62.94,3.78,0.0,0.0,,0.29,-58.57,4.27,0.57,0.9,280.91,0.12,-50.0,71.33,4.15,71.33,531913.0,https://www.screener.in/company/531913/consolidated/
Gopal Snacks,544140,GOPAL,Food - Processing - Indian,338.05,44.12,4213.44,0.0,24.3,-14.32,354.32,11.25,32.0,0.17,2.93,0.59,7.67,29.04,25.59,10.79,44.24,GOPAL,https://www.screener.in/company/GOPAL/consolidated/
Gorani Industrie,531608,,Domestic Appliances,102.75,40.52,55.1,0.0,0.58,193.55,11.6,46.1,12.21,0.82,1.3,2.67,2.54,-31.05,20.53,4.41,-37.09,531608.0,https://www.screener.in/company/531608/consolidated/
Gothi Plascon,531111,,Construction,37.5,25.0,38.25,5.33,-0.23,-15.0,1.05,0.0,17.17,0.01,8.73,3.06,1.5,110.14,15.51,3.3,17.21,531111.0,https://www.screener.in/company/531111/consolidated/
Gourmet Gateway,506134,,Hotels,32.58,91.33,437.45,0.0,1.22,-60.77,37.22,2.08,12.9,1.39,3.0,135.55,0.36,76.77,14.13,7.78,126.52,506134.0,https://www.screener.in/company/506134/consolidated/
Gowra Leasing,530709,,Finance & Investments,39.1,5.31,11.73,0.0,0.31,47.62,0.6,27.66,17.58,0.03,4.23,65.87,7.37,-40.0,4.14,0.68,48.04,530709.0,https://www.screener.in/company/530709/consolidated/
Goyal Aluminiums,541152,GOYALALUM,Trading,9.16,56.11,130.19,0.0,0.5,66.67,24.98,164.06,16.2,0.08,1.9,3.74,0.16,15.03,37.52,6.61,28.5,GOYALALUM,https://www.screener.in/company/GOYALALUM/consolidated/
Goyal Associates,530663,,Finance & Investments,1.92,14.78,9.02,0.0,0.24,580.0,0.92,-26.98,22.25,0.36,2.41,9.97,0.13,-58.7,9.22,2.77,22.53,530663.0,https://www.screener.in/company/530663/consolidated/
Goyal Salt,,GOYALSALT,Food - Processing - Indian,175.65,33.27,314.41,0.0,7.04,,70.95,,50.28,0.13,2.67,0.44,5.28,-35.34,23.2,7.44,126.34,GOYALSALT,https://www.screener.in/company/GOYALSALT/consolidated/
GP Eco,,GPECO,Electric Equipment,315.25,99.78,369.18,0.0,,,,,41.62,1.6,3.65,21.4,185.0,-97.99,55.73,,-57.57,GPECO,https://www.screener.in/company/GPECO/consolidated/
GP Petroleums,532543,GULFPETRO,Chemicals,70.6,13.01,360.39,0.0,7.09,79.04,160.84,-11.58,11.95,0.06,0.55,-17.11,5.43,114.76,8.95,1.19,23.78,GULFPETRO,https://www.screener.in/company/GULFPETRO/consolidated/
GPT Healthcare,544131,GPTHEALTH,Healthcare,182.68,31.37,1500.31,1.37,12.82,23.75,99.43,3.49,30.31,0.14,3.75,10.84,5.82,65.87,16.32,6.86,26.3,GPTHEALTH,https://www.screener.in/company/GPTHEALTH/consolidated/
GPT Infraproject,533761,GPTINFRA,Construction,159.45,31.45,1860.63,0.94,16.03,31.61,241.73,2.47,21.64,0.64,1.82,19.48,5.28,86.66,15.39,6.13,32.83,GPTINFRA,https://www.screener.in/company/GPTINFRA/consolidated/
Grand Foundry,513343,GFSTEELS,Steel - Medium / Small,9.41,,26.25,0.0,-0.13,84.52,0.02,-80.0,,,,-100.0,-0.19,300.0,-172.94,,-7.17,GFSTEELS,https://www.screener.in/company/GFSTEELS/consolidated/
Grandma Trading,504369,,Trading,2.01,,26.25,0.0,-0.25,-316.67,0.0,,-0.64,0.01,201.92,,-0.02,-200.0,-129.2,17.27,861.33,504369.0,https://www.screener.in/company/504369/consolidated/
Granules India,532482,GRANULES,Pharmaceuticals - Indian - Bulk Drugs & Formln,640.4,31.54,15520.08,0.23,134.65,181.11,1179.86,19.72,15.4,0.41,3.3,4.98,20.3,7.83,16.71,4.81,50.11,GRANULES,https://www.screener.in/company/GRANULES/consolidated/
Graphisads,,GRAPHISAD,Miscellaneous,49.5,24.72,90.46,0.0,2.31,,66.77,,14.38,0.18,0.8,14.67,2.0,241.98,8.82,0.91,-44.29,GRAPHISAD,https://www.screener.in/company/GRAPHISAD/consolidated/
Graphite India,509488,GRAPHITE,Electrodes - Graphites,486.85,189.57,9514.64,2.26,16.0,-44.83,720.0,-11.66,1.44,0.03,3.23,-7.27,41.36,1732.97,59.78,1.69,-29.35,GRAPHITE,https://www.screener.in/company/GRAPHITE/consolidated/
Grasim Inds,500300,GRASIM,Textiles - Manmade,2615.7,29.8,172190.7,0.38,2721.81,14.57,37727.13,12.75,9.3,1.55,1.31,11.35,85.42,-128.66,10.75,1.94,-12.38,GRASIM,https://www.screener.in/company/GRASIM/consolidated/
Gratex Industrie,526751,,Paper,20.15,55.47,6.1,0.0,0.03,-50.0,0.94,-7.84,4.54,0.02,1.53,-6.34,0.3,-12.5,21.28,1.75,88.14,526751.0,https://www.screener.in/company/526751/consolidated/
Grauer & Weil,505710,,Chemicals,86.04,26.67,3901.16,0.46,29.17,31.22,333.12,1.82,26.09,0.03,3.65,8.95,3.23,63.81,15.83,4.84,35.07,505710.0,https://www.screener.in/company/505710/consolidated/
Graviss Hospital,509546,,Hotels,49.8,116.67,351.19,0.0,1.01,-69.85,16.82,-7.58,2.11,0.02,6.49,-17.29,0.43,0.77,45.36,1.92,16.85,509546.0,https://www.screener.in/company/509546/consolidated/
Gravita India,533282,GRAVITA,Mining / Minerals / Metals,1621.0,43.96,11186.34,0.32,68.0,29.28,907.86,29.07,27.55,0.65,3.32,15.08,36.86,-16.48,31.1,13.37,124.69,GRAVITA,https://www.screener.in/company/GRAVITA/consolidated/
Gravity (India),532015,,Textiles - Processing,4.16,,3.74,0.0,-3.73,-482.81,0.21,-94.68,-81.22,0.66,1.66,-77.92,-6.84,2.88,-0.82,0.92,-4.99,532015.0,https://www.screener.in/company/532015/consolidated/
Greaves Cotton,501455,GREAVESCOT,Engines,155.8,147.28,3616.59,1.28,-13.35,-171.57,672.53,-18.67,3.72,0.06,1.37,-2.45,-5.83,-322.52,21.94,2.51,-16.39,GREAVESCOT,https://www.screener.in/company/GREAVESCOT/consolidated/
Greenchef Appli.,,GREENCHEF,Domestic Appliances,71.8,34.6,167.1,0.0,0.94,,180.36,,9.14,1.06,0.51,3.47,2.08,-500.17,18.5,1.46,59.5,GREENCHEF,https://www.screener.in/company/GREENCHEF/consolidated/
Greencrest Finan,531737,,Finance & Investments,0.94,27.93,34.35,0.0,-6.8,-309.64,8.28,-23.83,4.27,0.6,0.87,60.42,0.03,117.77,18.93,0.64,11.38,531737.0,https://www.screener.in/company/531737/consolidated/
Greenhitech,544163,,Miscellaneous,129.95,51.76,61.07,0.0,1.27,,6.28,,,0.84,7.34,,3.43,-447.92,32.41,,,544163.0,https://www.screener.in/company/544163/consolidated/
Greenlam Industr,538979,GREENLAM,Miscellaneous,559.4,57.3,7157.35,0.3,19.89,-39.73,604.71,17.36,12.08,1.03,2.99,15.71,9.86,-200.63,26.13,6.63,-27.75,GREENLAM,https://www.screener.in/company/GREENLAM/consolidated/
Greenpanel Inds.,542857,GREENPANEL,Miscellaneous,340.45,29.24,4176.62,0.44,29.81,-56.75,396.6,-10.15,12.89,0.22,2.66,-12.09,11.64,-106.93,16.13,3.17,16.85,GREENPANEL,https://www.screener.in/company/GREENPANEL/consolidated/
Greenply Industr,526797,GREENPLY,Miscellaneous,350.95,44.61,4347.24,0.14,33.2,466.27,583.88,35.67,11.14,0.77,1.83,33.3,8.27,-12.21,20.9,6.12,-13.92,GREENPLY,https://www.screener.in/company/GREENPLY/consolidated/
Gretex Corporate,543324,,Finance & Investments,507.0,21.18,583.84,0.1,18.13,-5.96,83.24,1077.37,50.19,0.04,5.16,704.83,23.58,-91.67,11.16,5.37,59.78,543324.0,https://www.screener.in/company/543324/consolidated/
Gretex Industrie,,GRETEX,Trading,130.0,5.45,54.75,0.0,9.58,,15.42,,149.51,0.04,1.76,42.28,23.7,34.51,4.05,2.32,-58.47,GRETEX,https://www.screener.in/company/GRETEX/consolidated/
Grill Splendour,,BIRDYS,Hotels,82.55,,42.99,0.0,-0.93,,6.76,,10.58,3.78,3.19,-11.9,-0.63,-130.19,79.1,,31.21,BIRDYS,https://www.screener.in/company/BIRDYS/consolidated/
Grindwell Norton,506076,GRINDWELL,Abrasives And Grinding Wheels,2462.25,71.7,27250.72,0.69,93.37,-3.82,705.6,5.57,24.59,0.04,10.0,5.92,34.31,38.86,46.16,13.26,377.4,GRINDWELL,https://www.screener.in/company/GRINDWELL/consolidated/
GRM Overseas,531449,GRMOVER,Food - Processing - Indian,199.0,19.65,1193.61,0.22,21.17,87.68,405.93,-6.39,14.29,1.19,0.91,-4.86,10.12,44.58,15.06,3.61,-16.84,GRMOVER,https://www.screener.in/company/GRMOVER/consolidated/
Groarc Industrie,532315,,Finance & Investments,10.34,78.39,21.16,0.0,-0.49,46.74,1.17,-95.34,0.77,0.0,0.52,-40.97,0.13,5413.33,13.08,0.54,-0.47,532315.0,https://www.screener.in/company/532315/consolidated/
Grob Tea Co,,GROBTEA,Tea,908.25,,105.57,0.22,-13.97,23.28,15.41,19.64,1.35,0.12,1.06,-2.25,-0.09,-504.17,21.33,1.34,-29.04,GROBTEA,https://www.screener.in/company/GROBTEA/consolidated/
Grovy India,539522,,Construction,165.0,55.01,55.01,0.06,0.04,-55.56,3.51,-66.86,6.11,0.53,2.81,-6.55,3.0,-31.21,36.29,2.92,-7.71,539522.0,https://www.screener.in/company/539522/consolidated/
Growington Vent,539222,,Trading,5.23,73.65,83.97,0.0,-0.61,-172.62,11.11,-1.68,12.61,0.0,2.45,74.73,0.07,-96.9,35.83,4.52,-8.18,539222.0,https://www.screener.in/company/539222/consolidated/
GRP,509152,GRPLTD,Miscellaneous,14350.0,71.25,1913.85,0.06,4.37,121.83,126.2,27.04,15.47,0.68,3.92,14.56,187.8,-66.86,34.62,11.48,151.48,GRPLTD,https://www.screener.in/company/GRPLTD/consolidated/
GSB Finance,511543,,Finance & Investments,17.85,8.5,10.71,0.0,-0.44,-109.52,0.86,177.42,11.74,0.0,2.92,12.58,2.1,342.33,5.56,0.78,-6.1,511543.0,https://www.screener.in/company/511543/consolidated/
GSL Securities,530469,,Finance & Investments,20.12,13.91,6.54,0.0,0.45,,0.61,662.5,9.89,0.0,7.79,265.22,1.45,-49.09,9.82,1.15,-18.0,530469.0,https://www.screener.in/company/530469/consolidated/
GSM Foils,,GSMFOILS,Aluminium and Aluminium Products,47.05,48.23,60.28,0.0,,,,,,11.13,2.22,,568.18,-119.07,36.45,,,GSMFOILS,https://www.screener.in/company/GSMFOILS/consolidated/
GSS Infotech,532951,GSS,Computers - Software - Medium / Small,89.5,31.48,234.49,0.0,6.86,1171.88,40.64,65.95,3.58,0.0,1.37,49.33,2.85,-1565.41,18.2,0.67,16.02,GSS,https://www.screener.in/company/GSS/consolidated/
GTL,500160,GTL,Telecommunications - Service Provider,13.38,5.57,209.42,0.0,136.2,61.59,65.69,39.8,,,1.04,8.32,13.4,531.87,83.11,,43.76,GTL,https://www.screener.in/company/GTL/consolidated/
GTL Infra.,532775,GTLINFRA,Telecommunications - Equipment,2.75,,3509.75,0.0,-214.72,-17.69,331.09,-12.38,,,2.56,-5.89,-0.53,127.0,16.77,,15.46,GTLINFRA,https://www.screener.in/company/GTLINFRA/consolidated/
GTN Industries,500170,,Textiles - Cotton/Blended,34.55,,60.61,0.0,-1.47,-11.36,40.32,-7.97,-3.11,0.46,0.33,-40.94,-3.61,-201.01,-296.07,0.69,1.24,500170.0,https://www.screener.in/company/500170/consolidated/
GTN Textiles,532744,,Textiles - Cotton/Blended,13.02,,15.16,0.0,-1.95,-100.0,0.0,,0.0,3.58,,-100.0,-10.34,,,,2.13,532744.0,https://www.screener.in/company/532744/consolidated/
GTPL Hathway,540602,GTPL,Entertainment / Electronic Media Software,159.2,20.97,1790.2,2.51,14.99,-59.4,843.37,8.9,11.84,0.25,0.55,16.88,7.59,-11.04,3.82,1.55,16.7,GTPL,https://www.screener.in/company/GTPL/consolidated/
GTV Engineering,539479,,Castings & Forgings,428.0,24.71,133.7,0.0,2.33,-29.61,32.07,15.53,15.35,0.48,1.11,25.9,17.32,44.49,16.97,3.68,-95.54,539479.0,https://www.screener.in/company/539479/consolidated/
Gufic BioScience,509079,GUFICBIO,Pharmaceuticals - Indian - Bulk Drugs & Formln,340.9,39.44,3397.48,0.03,20.05,10.71,194.99,12.68,16.93,0.63,4.21,16.8,8.59,-88.21,25.11,6.42,-17.36,GUFICBIO,https://www.screener.in/company/GUFICBIO/consolidated/
Guj Apollo Inds,522217,GUJAPOLLO,Engineering,267.4,28.2,311.92,0.75,-1.81,-170.15,13.0,-28.88,3.1,0.04,5.47,-20.56,9.37,7.68,16.17,0.66,-4.45,GUJAPOLLO,https://www.screener.in/company/GUJAPOLLO/consolidated/
Guj Inds. Power,517300,GIPCL,Power Generation And Supply,220.3,16.77,3327.94,1.7,66.18,1.64,372.69,-12.13,7.66,0.19,2.47,-0.51,13.12,118.81,7.28,1.01,11.73,GIPCL,https://www.screener.in/company/GIPCL/consolidated/
Guj Pipavav Port,533248,GPPL,Miscellaneous,216.8,27.56,10482.83,3.37,65.84,-5.26,251.28,7.05,22.69,0.03,10.61,7.8,7.07,76.82,14.46,4.53,30.47,GPPL,https://www.screener.in/company/GPPL/consolidated/
Guj. Ambuja Exp,524226,GAEL,Solvent Extraction,130.55,17.0,5979.26,0.27,76.74,8.28,1090.44,-6.24,16.54,0.07,1.23,1.15,7.67,2.46,10.38,2.16,125.89,GAEL,https://www.screener.in/company/GAEL/consolidated/
Guj. Containers,513507,,Packaging,172.95,10.6,97.72,0.87,2.48,9.25,40.67,27.45,22.66,0.57,0.65,19.65,16.32,38.68,6.88,2.24,9.82,513507.0,https://www.screener.in/company/513507/consolidated/
Guj. Craft Inds,526965,,Packaging,111.95,18.06,54.73,0.89,0.76,-13.64,53.62,21.95,7.82,0.83,0.31,6.83,6.2,-98.34,9.08,0.91,14.15,526965.0,https://www.screener.in/company/526965/consolidated/
Guj. Credit Corp,511441,,Construction,21.25,,53.12,0.0,-0.04,-103.15,0.0,,0.06,1.35,,,-0.04,-1100.0,3590.0,3.83,-69.04,511441.0,https://www.screener.in/company/511441/consolidated/
Guj. Inject(Ker),524238,,Pharmaceuticals - Indian - Formulations,14.3,261.89,20.95,0.0,0.04,300.0,5.42,,2.64,0.0,3.62,3305.88,0.07,-5300.0,163.91,1.89,360.6,524238.0,https://www.screener.in/company/524238/consolidated/
Guj. Lease Fin.,500174,GLFL,Finance & Investments,7.31,231.4,20.83,0.0,-0.06,0.0,0.0,,1.55,,,-100.0,0.03,-1011.11,275.22,,130.37,GLFL,https://www.screener.in/company/GLFL/consolidated/
Guj. Petrosynth.,506858,,Plastics Products,64.48,23.33,38.49,0.0,0.14,-56.25,3.19,-30.95,2.73,0.0,2.78,-29.16,2.78,7.69,23.63,0.79,-12.41,506858.0,https://www.screener.in/company/506858/consolidated/
Guj. Raffia Inds,523836,GUJRAFFIA,Textiles - Products,53.0,55.27,28.74,0.0,0.13,-40.91,7.11,-34.35,4.05,0.17,0.93,-21.23,0.96,440.87,12.63,1.39,9.97,GUJRAFFIA,https://www.screener.in/company/GUJRAFFIA/consolidated/
Guj. State Fin.,532160,,Finance - Term-Lending Institutions,24.18,,215.47,0.0,-29.57,3.33,0.62,1140.0,,,12.21,73.89,-13.38,-63.44,47.35,,-107.87,532160.0,https://www.screener.in/company/532160/consolidated/
Guj. Terce Labs.,524314,,Pharmaceuticals - Indian - Formulations,47.0,145.31,34.87,0.0,0.54,-32.5,12.21,-5.28,9.72,0.54,0.73,2.54,0.32,207.38,24.31,4.91,-1288.33,524314.0,https://www.screener.in/company/524314/consolidated/
Guj. Themis Bio.,506879,,Pharmaceuticals - Indian - Bulk Drugs,475.85,63.22,3456.74,0.14,13.24,-25.28,38.83,-21.7,44.99,0.01,21.73,3.93,7.53,-14.16,44.48,17.17,218.72,506879.0,https://www.screener.in/company/506879/consolidated/
Guj. Toolroom,513337,,Engineering,11.56,1.9,134.86,8.65,53.88,7280.82,324.1,19662.2,166.47,0.0,0.24,22944.4,6.07,42.93,1.75,1.69,-56.34,513337.0,https://www.screener.in/company/513337/consolidated/
Guj.Nat.Resour.,513536,,Oil Drilling / Allied Services,14.5,,116.37,0.0,-2.77,-869.44,7.84,133.33,-1.14,0.37,4.25,105.86,-0.48,77.98,25.92,1.07,-68.01,513536.0,https://www.screener.in/company/513536/consolidated/
Guj.St.Petronet,532702,GSPL,Miscellaneous,337.0,11.69,19027.81,1.48,663.11,19.46,4532.2,6.14,21.28,0.01,1.1,-4.54,29.41,53.24,4.97,1.76,8.62,GSPL,https://www.screener.in/company/GSPL/consolidated/
Gujarat Alkalies,530001,GUJALKALI,Chlor Alkali / Soda Ash,738.5,,5425.27,3.19,-46.19,-165.02,1001.62,-11.99,-3.83,0.09,1.43,-15.72,-32.25,63.94,47.8,0.89,20.96,GUJALKALI,https://www.screener.in/company/GUJALKALI/consolidated/
Gujarat Cotex,514386,,Trading,5.9,26.25,8.4,0.0,0.2,1900.0,7.13,45.51,3.52,0.15,0.44,15.23,0.22,-1150.0,26.4,1.27,8.11,514386.0,https://www.screener.in/company/514386/consolidated/
Gujarat Fluoroch,542812,FLUOROCHEM,Chemicals,3243.0,81.9,35623.28,0.12,100.97,-69.58,1133.03,-23.0,9.67,0.35,8.32,-24.7,39.59,-45.27,36.99,6.0,3001.66,FLUOROCHEM,https://www.screener.in/company/FLUOROCHEM/consolidated/
Gujarat Gas,539336,GUJGASLTD,Miscellaneous,643.25,40.22,44294.18,1.04,409.54,-0.32,4134.18,5.23,20.15,0.02,2.82,-6.38,16.6,52.79,21.93,5.76,33.7,GUJGASLTD,https://www.screener.in/company/GUJGASLTD/consolidated/
Gujarat Hotels,507960,,Hotels,236.0,18.95,89.45,1.06,1.25,-0.79,0.68,4.62,13.88,0.0,25.78,-1.42,12.46,48.57,14.87,2.03,49.32,507960.0,https://www.screener.in/company/507960/consolidated/
Gujarat Hy-Spin,540938,,Textiles - Cotton/Blended,12.2,120.24,20.44,0.0,1.36,,43.42,,4.21,0.51,0.22,50.92,0.1,197.64,9.57,1.07,8.51,540938.0,https://www.screener.in/company/540938/consolidated/
Gujarat Intrux,517372,,Castings & Forgings,581.0,23.56,199.59,1.72,2.6,68.83,15.59,20.95,16.97,0.0,3.33,17.04,24.66,11.06,13.23,3.22,-330.17,517372.0,https://www.screener.in/company/517372/consolidated/
Gujarat Poly,517288,,Trading,112.95,49.52,96.57,0.0,0.51,-29.17,4.86,0.41,10.2,1.1,5.7,0.77,2.28,119.47,49.86,10.43,17.19,517288.0,https://www.screener.in/company/517288/consolidated/
Gujchem Distill,506640,,Trading,405.9,579.43,144.86,0.0,0.3,328.57,1.57,,1.52,1.31,92.27,,1.09,-4769.05,387.05,8.59,-14.34,506640.0,https://www.screener.in/company/506640/consolidated/
Gulf Oil Lubric.,538567,GULFOILLUB,Chemicals,1140.35,18.2,5609.36,2.19,85.43,37.41,852.82,7.67,27.41,0.28,1.71,9.5,62.66,74.51,10.83,4.33,21.01,GULFOILLUB,https://www.screener.in/company/GULFOILLUB/consolidated/
Gulshan Polyols,532457,GULPOLY,Miscellaneous,186.05,65.3,1160.94,0.27,6.37,-54.98,405.59,34.51,4.31,0.59,0.84,16.8,2.83,-296.61,21.33,1.97,-6.3,GULPOLY,https://www.screener.in/company/GULPOLY/consolidated/
GVK Power Infra.,532708,GVKPIL,Engineering - Turnkey Services,5.48,41.51,846.83,0.0,-142.94,-181.79,68.7,-63.11,13.48,,0.78,-49.06,0.13,101.37,4.94,,3.04,GVKPIL,https://www.screener.in/company/GVKPIL/consolidated/
GVP Infotech,,GVPTECH,Computers - Software - Medium / Small,13.17,75.52,214.49,0.0,3.11,127.01,6.62,-32.79,1.73,0.0,6.45,88.07,0.17,-1.03,66.2,1.26,313.46,GVPTECH,https://www.screener.in/company/GVPTECH/consolidated/
Gyan Developers,530141,,Construction,19.42,41.61,5.83,0.0,-0.01,-200.0,0.0,,4.04,0.0,10.41,700.0,0.47,26.67,38.47,1.55,-72.13,530141.0,https://www.screener.in/company/530141/consolidated/
H D I L,532873,HDIL,Construction,4.25,,198.47,0.0,-4.72,64.59,0.82,127.78,-5.37,,96.81,56.49,-0.22,-97.98,-341.68,,-1522.91,HDIL,https://www.screener.in/company/HDIL/consolidated/
H P C L,500104,HINDPETRO,Refineries,388.55,8.36,82549.3,5.4,633.94,-90.63,113888.28,1.61,21.26,1.42,0.19,-0.6,46.45,92.58,7.18,1.76,-11.76,HINDPETRO,https://www.screener.in/company/HINDPETRO/consolidated/
H P Cotton Tex,502873,,Textiles - Cotton/Blended,132.0,56.27,51.77,0.0,-2.26,40.99,19.07,-4.51,4.48,2.85,0.55,11.41,2.35,469.48,14.98,3.76,-242.57,502873.0,https://www.screener.in/company/502873/consolidated/
H T Media,532662,HTMEDIA,Entertainment / Electronic Media Software,24.9,,579.97,0.0,-27.59,-38.51,378.51,-3.79,-0.01,0.52,0.35,-0.27,-3.77,379.51,13.43,0.34,-18.83,HTMEDIA,https://www.screener.in/company/HTMEDIA/consolidated/
H U D C O,540530,HUDCO,Finance - Housing,290.1,27.47,58132.08,1.33,700.16,9.55,2065.22,11.49,9.24,4.45,7.47,9.92,10.57,-131.76,16.86,3.5,-154.52,HUDCO,https://www.screener.in/company/HUDCO/consolidated/
H. S. India,532145,,Hotels,17.16,15.48,27.87,0.0,0.1,127.78,6.19,7.28,6.9,0.63,1.07,8.24,1.1,74.87,7.92,0.91,15.36,532145.0,https://www.screener.in/company/532145/consolidated/
H.G. Infra Engg.,541019,HGINFRA,Construction,1518.0,18.34,9893.29,0.1,162.56,8.09,1528.04,13.09,24.12,0.62,1.78,14.14,84.51,-35.64,10.09,4.03,-24.52,HGINFRA,https://www.screener.in/company/HGINFRA/consolidated/
Halder Venture,539854,,Trading,815.0,22.07,257.6,0.12,-1.94,-286.54,133.76,176.31,10.45,4.01,0.4,76.82,36.92,-33.31,11.86,4.34,-5.97,539854.0,https://www.screener.in/company/539854/consolidated/
Haldyn Glass,515147,,Glass & Glass Products,137.0,29.97,736.4,0.51,6.76,3.05,84.21,14.09,15.37,0.62,2.46,-6.52,4.57,-183.12,13.95,3.69,-26.55,515147.0,https://www.screener.in/company/515147/consolidated/
Hampton Sky,526407,,Finance & Investments,28.21,57.51,773.54,0.0,20.23,275.16,83.54,490.39,15.45,0.42,3.24,215.66,0.49,-119.22,23.6,5.5,-54.5,526407.0,https://www.screener.in/company/526407/consolidated/
Hanman Fit,538731,,Miscellaneous,6.2,81.38,6.51,0.0,0.85,,0.2,,-13.78,0.28,32.55,,0.64,-130.77,-180.25,2.61,90.13,538731.0,https://www.screener.in/company/538731/consolidated/
Happiest Minds,543227,HAPPSTMNDS,Computers - Software - Medium / Small,774.85,49.51,11801.21,0.74,71.98,8.93,417.29,10.4,21.57,0.35,7.26,13.67,16.31,55.74,26.06,7.97,162.0,HAPPSTMNDS,https://www.screener.in/company/HAPPSTMNDS/consolidated/
Happy Forgings,544057,HAPPYFORGE,Castings & Forgings,1229.55,47.65,11577.95,0.33,65.79,29.74,343.34,13.51,22.7,0.09,8.52,13.51,25.79,-1.36,28.94,7.18,331.82,HAPPYFORGE,https://www.screener.in/company/HAPPYFORGE/consolidated/
Hardcast.& Waud,509597,,Miscellaneous,922.1,19.91,62.71,0.0,1.14,96.55,1.59,38.26,7.0,0.0,10.72,32.65,46.36,71.47,14.46,1.41,-15.07,509597.0,https://www.screener.in/company/509597/consolidated/
Hardwyn India,541276,HARDWYN,Trading,28.42,101.45,989.16,0.0,3.3,-11.53,36.94,23.63,3.92,0.02,7.3,8.88,0.28,-19.76,61.52,2.6,310.45,HARDWYN,https://www.screener.in/company/HARDWYN/consolidated/
Haria Apparels,538081,,Textiles - Products,5.42,9.31,8.29,0.0,0.1,-75.61,0.0,,18.77,0.25,,,0.58,1.71,7.03,1.57,17.91,538081.0,https://www.screener.in/company/538081/consolidated/
Haria Exports,512604,,Textiles - Products,8.9,114.21,10.28,0.0,0.04,0.0,0.0,,0.64,0.0,,,0.08,-311.11,113.22,0.73,-23.7,512604.0,https://www.screener.in/company/512604/consolidated/
Hariom Pipe,543517,HARIOMPIPE,Steel - Medium / Small,663.0,33.68,1912.93,0.0,16.77,-2.78,330.92,31.58,14.57,0.8,1.66,79.14,19.68,-123.84,15.67,4.12,-6.98,HARIOMPIPE,https://www.screener.in/company/HARIOMPIPE/consolidated/
Harish Textile,542682,,Textiles - Products,61.15,,20.4,0.0,-0.86,-169.92,35.82,19.2,10.75,3.9,0.16,12.54,-0.84,210.78,8.07,2.2,10.95,542682.0,https://www.screener.in/company/542682/consolidated/
Hariyana Ship,526931,,Miscellaneous,149.55,28.57,92.28,0.0,0.04,-98.92,0.72,-95.33,3.96,0.1,0.62,174.99,5.24,14.31,13.99,0.64,-2.2,526931.0,https://www.screener.in/company/526931/consolidated/
Harmony Capital,530055,,Finance & Investments,42.0,,12.6,0.0,0.0,-100.0,0.0,,-6.43,0.04,,-100.0,-0.23,-744.44,-135.11,9.41,20.97,530055.0,https://www.screener.in/company/530055/consolidated/
Harri. Malayalam,500467,HARRMALAYA,Miscellaneous,229.05,1513.17,423.68,0.0,-9.56,-550.0,140.98,19.56,5.44,0.68,0.87,0.71,-3.95,195.75,27.05,2.95,29.36,HARRMALAYA,https://www.screener.in/company/HARRMALAYA/consolidated/
Harsha Engg Intl,543600,HARSHA,Auto Ancillaries,537.0,38.53,4889.92,0.19,37.59,2.15,297.53,20.1,13.58,0.08,4.52,5.49,13.94,51.5,24.38,3.93,107.54,HARSHA,https://www.screener.in/company/HARSHA/consolidated/
